tv_show,season,episode,title,rating,votes,release_date
Game of Thrones,6,10,The Winds of Winter,9.9,173415,2016-06-26
Game of Thrones,7,1,Dragonstone,8.5,58389,2017-07-16
Game of Thrones,7,2,Stormborn,8.8,51656,2017-07-23
Game of Thrones,7,3,The Queen's Justice,9.1,54351,2017-07-30
Game of Thrones,7,4,The Spoils of War,9.7,101388,2017-08-06
Game of Thrones,7,5,Eastwatch,8.7,51377,2017-08-13
Game of Thrones,7,6,Beyond the Wall,9.0,73815,2017-08-20
Game of Thrones,7,7,The Dragon and the Wolf,9.4,74041,2017-08-27
Game of Thrones,8,1,Winterfell,7.6,143424,2019-04-14
Game of Thrones,8,2,A Knight of the Seven Kingdoms,7.9,142393,2019-04-21
Game of Thrones,8,3,The Long Night,7.5,233370,2019-04-28
Game of Thrones,8,4,The Last of the Starks,5.5,177320,2019-05-05
Game of Thrones,8,5,The Bells,5.9,207214,2019-05-12
Game of Thrones,8,6,The Iron Throne,4.0,273650,2019-05-19
Bluey,1,1,Magic Xylophone,7.7,977,2020-04-05
Bluey,1,2,Hospital,7.8,831,2018-10-02
Bluey,1,3,Keepy Uppy,8.1,818,2018-10-03
Bluey,1,4,Daddy Robot,7.9,739,2018-10-04
Bluey,1,5,Shadowlands,8.2,795,2018-10-05
Bluey,1,6,The Weekend,8.1,715,2018-10-06
Bluey,1,7,BBQ,8.2,730,2018-10-07
Bluey,1,8,Fruitbat,8.0,714,2018-10-08
Bluey,1,9,Horsey Ride,7.3,624,2018-10-09
Bluey,1,10,Hotel,7.6,603,2018-10-10
Bluey,1,11,Bike,9.1,884,2018-10-11
Bluey,1,12,Bob Bilby,8.2,626,2018-10-12
Bluey,1,13,Spy Game,7.4,566,2018-10-13
Bluey,1,14,Takeaway,8.8,804,2018-10-14
Bluey,1,15,Butterflies,7.8,576,2018-10-15
Bluey,1,16,Yoga Ball,8.2,588,2018-10-16
Bluey,1,17,Calypso,7.7,591,2018-10-17
Bluey,1,18,The Doctor,7.8,525,2018-10-18
Bluey,1,19,The Claw,8.4,576,2018-10-19
Bluey,1,20,Markets,7.9,534,2018-10-20
Bluey,1,21,Blue Mountains,7.5,536,2018-10-21
Bluey,1,22,The Pool,8.6,649,2018-10-22
Bluey,1,23,Shops,7.3,505,2018-10-23
Bluey,1,24,Wagon Ride,8.3,522,2018-10-24
Bluey,1,25,Taxi,8.1,518,2018-10-25
Bluey,1,26,The Beach,8.6,639,2018-10-26
Bluey,1,27,Pirates,8.0,486,2019-04-01
Bluey,1,28,Grannies,8.6,683,2019-11-11
Bluey,1,29,The Creek,8.9,695,2019-11-08
Bluey,1,30,Fairies,7.9,515,2019-04-04
Bluey,1,31,Work,7.6,448,2019-10-30
Bluey,1,32,Bumpy and the Wise Old Wolfhound,9.2,741,2019-04-06
Bluey,1,33,Trampoline,7.8,451,2019-10-29
Bluey,1,34,The Dump,8.4,486,2019-04-08
Bluey,1,35,Zoo,7.7,446,2019-04-09
Bluey,1,36,Backpackers,7.6,441,2019-04-10
Bluey,1,37,The Adventure,7.5,420,2019-04-11
Bluey,1,38,Copycat,8.7,557,2019-04-12
Bluey,1,39,The Sleepover,8.5,539,2019-04-13
Bluey,1,40,Early Baby,7.8,460,2019-04-14
Bluey,1,41,Mums and Dads,7.5,434,2019-04-15
Bluey,1,42,Hide and Seek,7.6,411,2019-11-04
Bluey,1,43,Camping,9.6,1486,2019-04-17
Bluey,1,44,Mount Mumandad,7.9,429,2019-04-18
Bluey,1,45,Kids,7.7,421,2019-04-19
Bluey,1,46,Chickenrat,7.4,420,2019-04-20
Bluey,1,47,Neighbours,7.7,406,2019-10-30
Bluey,1,48,Teasing,8.2,449,2020-01-22
Bluey,1,49,Asparagus,8.0,453,2019-04-23
Bluey,1,50,Shaun,7.5,413,2019-10-31
Bluey,2,1,Dance Mode,8.9,737,2020-03-17
Bluey,2,2,Hammerbarn,8.6,570,2020-03-18
Bluey,2,3,Featherwand,8.1,453,2020-03-19
Bluey,2,4,Squash,8.4,480,2020-03-20
Bluey,2,5,Hairdressers,7.7,420,2020-03-21
Bluey,2,6,Stumpfest,8.4,515,2020-03-22
Bluey,2,7,Favourite Thing,8.0,421,2020-03-23
Bluey,2,8,Daddy Dropoff,8.6,515,2020-03-25
Bluey,2,9,Bingo,9.1,833,2020-03-25
Bluey,2,10,Rug Island,8.8,616,2020-03-26
Bluey,2,11,Charades,7.6,425,2020-03-27
Bluey,2,12,Sticky Gecko,8.2,459,2020-03-28
Bluey,2,13,Dad Baby,8.7,473,2020-03-29
Bluey,2,14,Mum School,7.9,404,2020-03-30
Bluey,2,15,Trains,7.7,387,2020-03-31
Bluey,2,16,Army,8.6,606,2020-04-01
Bluey,2,17,Fancy Restaurant,8.3,430,2020-04-02
Bluey,2,18,Piggyback,8.0,388,2020-04-03
Bluey,2,19,The Show,9.0,601,2020-04-04
Bluey,2,20,Tickle Crabs,7.4,384,2020-04-05
Bluey,2,21,Escape,8.8,530,2020-04-06
Bluey,2,22,Bus,8.3,442,2020-04-07
Bluey,2,23,Queens,7.5,376,2020-04-08
Bluey,2,24,Flat Pack,9.2,826,2020-04-09
Bluey,2,25,Helicopter,7.5,382,2020-04-10
Bluey,2,26,Sleepytime,9.7,9932,2020-04-11
Bluey,2,27,Grandad,9.2,698,2020-10-25
Bluey,2,28,Seesaw,8.5,443,2020-10-26
Bluey,2,29,Movies,8.0,448,2020-10-27
Bluey,2,30,Library,7.6,401,2020-10-28
Bluey,2,31,Barky Boats,8.2,440,2020-10-29
Bluey,2,32,Burger Shop,7.6,358,2020-10-30
Bluey,2,33,Circus,7.2,389,2020-10-31
Bluey,2,34,Swim School,7.7,399,2020-11-01
Bluey,2,35,Cafe,8.9,520,2020-11-02
Bluey,2,36,Postman,8.0,367,2020-11-03
Bluey,2,37,The Quiet Game,8.8,502,2020-11-04
Bluey,2,38,Mr Monkeyjocks,8.2,396,2020-11-05
Bluey,2,39,Double Babysitter,8.8,556,2020-11-06
Bluey,2,40,Bad Mood,7.8,388,2020-11-07
Bluey,2,41,Octopus,8.3,423,2020-11-08
Bluey,2,42,Bin Night,8.6,501,2020-11-09
Bluey,2,43,Muffin Cone,8.4,432,2020-11-10
Bluey,2,44,Duck Cake,8.7,488,2020-11-11
Bluey,2,45,Handstand,8.8,489,2020-11-12
Bluey,2,46,Road Trip,8.2,384,2020-11-13
Bluey,2,47,Ice Cream,8.0,414,2020-11-14
Bluey,2,48,Dunny,7.7,377,2020-11-15
Bluey,2,49,Typewriter,7.4,365,2020-11-16
Bluey,2,50,Baby Race,9.6,2171,2020-11-17
Bluey,3,1,Perfect,8.6,497,2021-09-05
Bluey,3,2,Bedroom,9.1,585,2021-11-22
Bluey,3,3,Obstacle Course,8.4,465,2021-11-23
Bluey,3,4,Promises,8.3,413,2021-11-24
Bluey,3,5,Omelette,8.4,465,2021-11-25
Bluey,3,6,Born Yesterday,8.4,470,2021-11-26
Bluey,3,7,Mini Bluey,8.8,578,2021-11-27
Bluey,3,8,Unicorse,8.5,564,2021-11-28
Bluey,3,9,Curry Quest,8.9,550,2021-11-29
Bluey,3,10,Magic,7.5,424,2021-11-30
Bluey,3,11,Chest,8.4,448,2021-12-01
Bluey,3,12,Sheep Dog,8.2,417,2021-12-02
Bluey,3,13,Housework,8.1,406,2021-12-03
Bluey,3,14,Pass The Parcel,9.1,676,2021-12-04
Bluey,3,15,Explorers,8.3,393,2021-12-05
Bluey,3,16,Phones,8.0,383,2021-12-06
Bluey,3,17,Pavlova,8.5,456,2021-12-07
Bluey,3,18,Rain,9.5,1139,2021-12-08
Bluey,3,19,Pizza Girls,8.1,401,2021-12-09
Bluey,3,20,Driving,7.7,360,2021-12-10
Bluey,3,21,Tina,7.1,416,2021-12-11
Bluey,3,22,Whale Watching,8.3,414,2021-12-12
Bluey,3,23,Family Meeting,8.0,399,2021-12-13
Bluey,3,24,Faceytalk,9.0,643,2021-12-14
Bluey,3,25,Ragdoll,8.3,398,2021-12-15
Bluey,3,26,Fairytale,9.4,881,2021-12-16
Bluey,3,27,Musical Statues,7.9,391,2022-06-13
Bluey,3,28,Stories,7.8,401,2022-06-14
Bluey,3,29,Puppets,8.4,431,2022-06-15
Bluey,3,30,Turtleboy,9.0,588,2022-06-16
Bluey,3,31,Onesies,9.5,978,2022-06-17
Bluey,3,32,Tradies,8.8,509,2022-06-18
Bluey,3,33,Granny Mobile,9.2,669,2022-06-19
Bluey,3,34,Space,8.7,528,2022-06-20
Bluey,3,35,Smoochy Kiss,8.3,407,2022-06-21
Bluey,3,36,Dirt,8.2,428,2022-06-22
Bluey,3,37,The Decider,8.6,495,2022-06-23
Bluey,3,38,Cubby,8.1,367,2023-04-09
Bluey,3,39,Exercise,7.9,359,2023-04-16
Bluey,3,40,Relax,8.7,414,2023-04-23
Bluey,3,41,Stickbird,8.9,481,2023-04-30
Bluey,3,42,Show and Tell,8.0,335,2023-05-07
Bluey,3,43,Dragon,9.3,715,2023-05-14
Bluey,3,44,Wild Girls,7.0,386,2023-05-21
Bluey,3,45,TV Shop,8.6,435,2023-05-28
Bluey,3,46,Slide,8.6,398,2023-06-04
Bluey,3,47,Cricket,9.7,1826,2023-06-11
Bluey,3,48,Ghostbasket,8.0,342,2024-04-07
Bluey,3,49,The Sign,9.8,3919,2024-04-14
Bluey,3,50,Surprise!,8.7,419,2024-04-21
Bluey,4,1,Episode #4.1,7.0,67,
Bluey,4,2,Episode #4.2,,0,
Bluey,4,3,Episode #4.3,,0,
Bluey,4,4,Episode #4.4,,0,
Bluey,4,5,Episode #4.5,,0,
Bluey,4,6,Episode #4.6,,0,
Bluey,4,7,Episode #4.7,,0,
Bluey,4,8,Episode #4.8,,0,
Bluey,4,9,Episode #4.9,,0,
Bluey,4,10,Episode #4.10,,0,
Bluey,4,11,Episode #4.11,,0,
Bluey,4,12,Episode #4.12,,0,
Bluey,4,13,Episode #4.13,,0,
Bluey,4,14,Episode #4.14,,0,
Bluey,4,15,Episode #4.15,,0,
Bluey,4,16,Episode #4.16,,0,
Bluey,4,17,Episode #4.17,,0,
Bluey,4,18,Episode #4.18,,0,
Bluey,4,19,Episode #4.19,,0,
Bluey,4,20,Episode #4.20,,0,
The World at War,1,1,A New Germany: 1933-1939,8.7,760,1973-10-31
The World at War,1,2,Distant War: September 1939-May 1940,8.3,613,1973-11-07
The World at War,1,3,France Falls: May-June 1940,8.7,579,1973-11-14
The World at War,1,4,Alone: May 1940-May 1941,8.6,549,1973-11-21
The World at War,1,5,Barbarossa: June-December 1941,8.9,561,1973-11-28
The World at War,1,6,Banzai! Japan 1931-1942,8.5,504,1973-12-05
The World at War,1,7,On Our Way: U.S.A. 1939-1942,8.4,484,1973-12-12
The World at War,1,8,The Desert: North Africa - 1940-1943,8.5,465,1973-12-19
The World at War,1,9,Stalingrad: June 1942-February 1943,9.0,516,1974-01-02
The World at War,1,10,Wolf Pack: U-Boats in the Atlantic - 1939-1944,8.3,447,1974-01-09
The World at War,1,11,Red Star: The Soviet Union - 1941-1943,8.8,470,1974-01-16
The World at War,1,12,Whirlwind: Bombing Germany - September 1939-April 1944,8.4,436,1974-01-23
The World at War,1,13,Tough Old Gut: Italy - November 1942-June 1944,8.4,416,1974-01-30
The World at War,1,14,It's a Lovely Day Tomorrow: Burma - 1942-1944,8.5,410,1974-02-06
The World at War,1,15,Home Fires: Britain - 1940-1944,8.1,444,1974-02-13
The World at War,1,16,Inside the Reich: Germany - 1940-1944,8.9,428,1974-02-20
The World at War,1,17,Morning: June-August 1944,9.0,410,1974-02-27
The World at War,1,18,Occupation: Holland - 1940-1944,8.6,394,1974-03-13
The World at War,1,19,Pincers: August 1944-March 1945,8.5,391,1974-03-20
The World at War,1,20,Genocide: 1941-1945,9.2,504,1974-03-27
The World at War,1,21,Nemesis: Germany - February-May 1945,9.0,408,1974-04-03
The World at War,1,22,Japan: 1941-1945,8.5,385,1974-04-10
The World at War,1,23,Pacific: February 1942-July 1945,8.7,386,1974-04-17
The World at War,1,24,The Bomb: February-September 1945,8.9,391,1974-04-24
The World at War,1,25,Reckoning: 1945... and after,8.6,368,1974-05-01
The World at War,1,26,Remember,8.6,385,1974-05-08
Hagane no renkinjutsushi,1,1,Hagane no renkinjutsushi,7.6,3708,2011-06-06
Hagane no renkinjutsushi,1,2,Hajimari no hi,8.4,3551,2009-04-12
Hagane no renkinjutsushi,1,3,Jakyô no machi,7.7,3145,2009-04-19
Hagane no renkinjutsushi,1,4,Renkinjutsu-shi no kunô,9.2,4972,2009-04-26
Hagane no renkinjutsushi,1,5,Kanashimi no ame,8.2,2934,2009-05-03
Hagane no renkinjutsushi,1,6,Kibou no michi,7.6,2779,2009-05-10
Hagane no renkinjutsushi,1,7,Kakusareta shinjitsu,7.6,2694,2009-05-17
Hagane no renkinjutsushi,1,8,Daigo kenkyuujo,8.0,2670,2009-05-24
Hagane no renkinjutsushi,1,9,Tsukurareta omoi,7.9,2687,2009-05-31
Hagane no renkinjutsushi,1,10,Sorezore no yukusaki,8.9,3409,2009-06-07
Hagane no renkinjutsushi,1,11,Rasshubarê no kiseki,7.2,2581,2009-06-14
Hagane no renkinjutsushi,1,12,"Ichi wa zen, Zen wa ichi",8.2,2641,2009-06-21
Hagane no renkinjutsushi,1,13,Daburisu no kemono tachi,8.1,2533,2009-06-28
Hagane no renkinjutsushi,1,14,Chika ni hisomu mono tachi,8.9,3018,2009-07-05
Hagane no renkinjutsushi,1,15,Touhou no shisha,7.5,2428,2009-07-12
Hagane no renkinjutsushi,1,16,Tomo no ashiato,7.9,2405,2009-07-19
Hagane no renkinjutsushi,1,17,Reitetsu na honoo,8.2,2438,2009-07-26
Hagane no renkinjutsushi,1,18,Chiisana ningen no gouman na tenohira,8.2,2413,2009-08-02
Hagane no renkinjutsushi,1,19,Shinazaru mono no shi,9.5,5551,2009-08-09
Hagane no renkinjutsushi,1,20,Bozen no chichi,8.3,2429,2009-08-16
Hagane no renkinjutsushi,1,21,Gusha no zenshin,8.2,2352,2009-08-30
Hagane no renkinjutsushi,1,22,Tooku no senaka,8.9,2834,2009-09-06
Hagane no renkinjutsushi,1,23,Ikusaba no shoujo,8.6,2457,2009-09-13
Hagane no renkinjutsushi,1,24,Hara no naka,8.5,2411,2009-09-20
Hagane no renkinjutsushi,1,25,Yami no tobira,8.1,2284,2009-09-27
Hagane no renkinjutsushi,1,26,Saikai,9.1,3286,2009-10-04
Hagane no renkinjutsushi,1,27,Hazama no utage,6.4,2366,2009-10-11
Hagane no renkinjutsushi,1,28,Otousama,8.5,2355,2009-10-18
Hagane no renkinjutsushi,1,29,Gusha no agaki,7.7,2207,2009-10-25
Hagane no renkinjutsushi,1,30,Ishuvâru senmetsusen,8.0,2243,2009-11-01
Hagane no renkinjutsushi,1,31,520 senzu no yakusoku,7.6,2161,2009-11-08
Hagane no renkinjutsushi,1,32,Daisoutou no musuko,7.4,2160,2009-11-15
Hagane no renkinjutsushi,1,33,Burigguzu no hokuheki,7.7,2150,2009-11-22
Hagane no renkinjutsushi,1,34,Koori no joou,7.7,2123,2009-11-29
Hagane no renkinjutsushi,1,35,Kono kuni no katachi,8.2,2158,2009-12-06
Hagane no renkinjutsushi,1,36,Kazoku no shouzou,8.3,2182,2009-12-13
Hagane no renkinjutsushi,1,37,Hajimari no homunkurusu,8.2,2173,2009-12-20
Hagane no renkinjutsushi,1,38,Bazukûru no gekitou,7.8,2105,2009-12-27
Hagane no renkinjutsushi,1,39,Hakuchuu no yume,7.9,2122,2010-01-10
Hagane no renkinjutsushi,1,40,Homunkurusu,9.1,3110,2010-01-17
Hagane no renkinjutsushi,1,41,Naraku,8.5,2268,2010-01-24
Hagane no renkinjutsushi,1,42,Hangeki no kizashi,8.1,2121,2010-01-31
Hagane no renkinjutsushi,1,43,Ari no hitokami,8.6,2264,2010-02-07
Hagane no renkinjutsushi,1,44,Barin barin no zenkai,8.2,2126,2010-02-14
Hagane no renkinjutsushi,1,45,Yakusoku no hi,8.0,2137,2010-02-21
Hagane no renkinjutsushi,1,46,Semaru kage,8.1,2130,2010-02-28
Hagane no renkinjutsushi,1,47,Yami no shisha,8.6,2207,2010-03-07
Hagane no renkinjutsushi,1,48,Chikadou no chikai,8.7,2223,2010-03-14
Hagane no renkinjutsushi,1,49,Oyako no jou,8.3,2146,2010-03-21
Hagane no renkinjutsushi,1,50,Sentoraru douran,8.6,2236,2010-03-28
Life,1,1,Challenges of Life,8.7,802,2009-10-12
Life,1,2,Reptiles and Amphibians,8.7,684,2009-10-19
Life,1,3,Mammals,8.5,628,2009-10-26
Life,1,4,Fish,8.5,595,2009-11-02
Life,1,5,Birds,8.3,570,2009-11-09
Life,1,6,Insects,8.5,570,2009-11-16
Life,1,7,Hunters and Hunted,8.3,551,2009-11-23
Life,1,8,Creatures of the Deep,8.5,557,2009-11-30
Life,1,9,Plants,8.7,577,2009-12-07
Life,1,10,Primates,8.5,527,2009-12-14
The Last Dance,1,1,Episode I,9.0,4842,2020-04-20
The Last Dance,1,2,Episode II,8.9,4388,2020-04-20
The Last Dance,1,3,Episode III,9.0,4039,2020-04-27
The Last Dance,1,4,Episode IV,9.1,3886,2020-04-27
The Last Dance,1,5,Episode V,9.0,3639,2020-05-04
The Last Dance,1,6,Episode VI,8.8,3506,2020-05-04
The Last Dance,1,7,Episode VII,9.1,3578,2020-05-11
The Last Dance,1,8,Episode VIII,9.2,3483,2020-05-11
The Last Dance,1,9,Episode IX,9.2,3310,2020-05-18
The Last Dance,1,10,Episode X,9.5,3652,2020-05-18
Rick and Morty,1,1,Pilot,7.9,19343,2018-04-01
Rick and Morty,1,2,Lawnmower Dog,8.6,19185,2013-12-09
Rick and Morty,1,3,Anatomy Park,8.3,17511,2013-12-16
Rick and Morty,1,4,M. Night Shaym-Aliens!,8.6,17479,2014-01-13
Rick and Morty,1,5,Meeseeks and Destroy,9.0,19497,2014-01-20
Rick and Morty,1,6,Rick Potion #9,9.1,19299,2014-01-27
Rick and Morty,1,7,Raising Gazorpazorp,7.9,16050,2014-03-10
Rick and Morty,1,8,Rixty Minutes,8.6,17585,2014-03-17
Rick and Morty,1,9,Something Ricked This Way Comes,8.4,15852,2014-03-24
Rick and Morty,1,10,Close Rick-Counters of the Rick Kind,9.3,20108,2014-04-07
Rick and Morty,1,11,Ricksy Business,8.4,15588,2014-04-14
Rick and Morty,2,1,A Rickle in Time,8.8,17349,2015-07-26
Rick and Morty,2,2,Mortynight Run,8.8,16439,2015-08-02
Rick and Morty,2,3,Auto Erotic Assimilation,8.5,15922,2015-08-09
Rick and Morty,2,4,Total Rickall,9.5,23017,2015-08-16
Rick and Morty,2,5,Get Schwifty,8.2,15842,2015-08-23
Rick and Morty,2,6,The Ricks Must Be Crazy,9.3,19102,2015-08-30
Rick and Morty,2,7,Big Trouble in Little Sanchez,8.4,14970,2015-09-13
Rick and Morty,2,8,Interdimensional Cable 2: Tempting Fate,7.6,15467,2015-09-20
Rick and Morty,2,9,Look Who's Purging Now,8.5,15335,2015-09-27
Rick and Morty,2,10,The Wedding Squanchers,9.3,18842,2015-10-04
Rick and Morty,3,1,The Rickshank Rickdemption,9.6,26694,2017-04-01
Rick and Morty,3,2,Rickmancing the Stone,8.1,15888,2017-07-30
Rick and Morty,3,3,Pickle Rick,9.3,24323,2017-08-06
Rick and Morty,3,4,Vindicators 3: The Return of Worldender,8.1,15728,2017-08-13
Rick and Morty,3,5,The Whirly Dirly Conspiracy,8.4,15064,2017-08-20
Rick and Morty,3,6,Rest and Ricklaxation,8.8,16373,2017-08-27
Rick and Morty,3,7,The Ricklantis Mixup,9.8,39186,2017-09-10
Rick and Morty,3,8,Morty's Mind Blowers,8.9,16001,2017-09-17
Rick and Morty,3,9,The ABCs of Beth,7.9,13799,2017-09-24
Rick and Morty,3,10,The Rickchurian Mortydate,8.2,14035,2017-10-01
Rick and Morty,4,1,Edge of Tomorty: Rick Die Rickpeat,8.9,17530,2019-11-10
Rick and Morty,4,2,The Old Man and the Seat,8.2,15565,2019-11-17
Rick and Morty,4,3,One Crew over the Crewcoo's Morty,8.2,15045,2019-11-24
Rick and Morty,4,4,Claw and Hoarder: Special Ricktim's Morty,7.3,15212,2019-12-08
Rick and Morty,4,5,Rattlestar Ricklactica,8.8,14779,2019-12-15
Rick and Morty,4,6,Never Ricking Morty,8.0,13960,2020-05-03
Rick and Morty,4,7,Promortyus,8.0,11849,2020-05-10
Rick and Morty,4,8,The Vat of Acid Episode,9.5,18666,2020-05-17
Rick and Morty,4,9,Childrick of Mort,7.7,11627,2020-05-24
Rick and Morty,4,10,Star Mort Rickturn of the Jerri,9.0,13487,2020-05-31
Rick and Morty,5,1,Mort Dinner Rick Andre,9.0,17094,2021-06-20
Rick and Morty,5,2,Mortyplicity,8.7,15111,2021-06-27
Rick and Morty,5,3,A Rickconvenient Mort,7.8,13851,2021-07-04
Rick and Morty,5,4,Rickdependence Spray,5.7,15827,2021-07-11
Rick and Morty,5,5,Amortycan Grickfitti,7.0,11397,2021-07-18
Rick and Morty,5,6,Rick & Morty's Thanksploitation Spectacular,7.1,11530,2021-07-25
Rick and Morty,5,7,Gotron Jerrysis Rickvangelion,6.3,11093,2021-08-01
Rick and Morty,5,8,Rickternal Friendshine of the Spotless Mort,8.2,11386,2021-08-08
Rick and Morty,5,9,Forgetting Sarick Mortshall,8.2,10099,2021-09-05
Rick and Morty,5,10,Rickmurai Jack,9.3,15502,2021-09-05
Rick and Morty,6,1,Solaricks,8.5,11365,2022-09-03
Rick and Morty,6,2,Rick: A Mort Well Lived,7.8,9298,2022-09-11
Rick and Morty,6,3,Bethic Twinstinct,7.7,9661,2022-09-18
Rick and Morty,6,4,Night Family,8.5,9896,2022-09-24
Rick and Morty,6,5,Final DeSmithation,8.2,8709,2022-10-01
Rick and Morty,6,6,Juricksic Mort,7.8,8086,2022-10-08
Rick and Morty,6,7,Full Meta Jackrick,7.8,7958,2022-11-20
Rick and Morty,6,8,Analyze Piss,8.4,7817,2022-11-27
Rick and Morty,6,9,A Rick in King Mortur's Mort,7.4,6961,2022-12-03
Rick and Morty,6,10,Ricktional Mortpoon's Rickmas Mortcation,8.0,6866,2022-12-10
Rick and Morty,7,1,How Poopy Got His Poop Back,6.2,10255,2023-10-15
Rick and Morty,7,2,The Jerrick Trap,7.3,8509,2023-10-22
Rick and Morty,7,3,Air Force Wong,6.8,7945,2023-10-29
Rick and Morty,7,4,That's Amorte,8.3,9945,2023-11-05
Rick and Morty,7,5,Unmortricken,9.2,12450,2023-11-12
Rick and Morty,7,6,Rickfending Your Mort,7.8,7482,2023-11-19
Rick and Morty,7,7,Wet Kuat Amortican Summer,6.4,7052,2023-11-26
Rick and Morty,7,8,Rise of the Numbericons: The Movie,4.4,9825,2023-12-03
Rick and Morty,7,9,Mort: Ragnarick,7.9,7282,2023-12-10
Rick and Morty,7,10,Fear No Mort,9.4,11583,2023-12-17
Rick and Morty,8,1,Summer of All Fears,8.3,5459,2025-05-25
Rick and Morty,8,2,Valkyrick,7.0,4010,2025-06-01
Rick and Morty,8,3,"The Rick, The Mort & The Ugly",8.0,3928,2025-06-08
Rick and Morty,8,4,The Last Temptation of Jerry,6.3,3463,2025-06-15
Rick and Morty,8,5,Cryo Mort a Rickver,7.0,2639,2025-06-22
Rick and Morty,8,6,The Curicksous Case of Bethjamin Button,7.5,2397,2025-06-29
Rick and Morty,8,7,Ricker Than Fiction,7.0,1721,2025-07-06
Rick and Morty,8,8,Nomortland,,0,2025-07-13
Rick and Morty,8,9,Morty Daddy,,0,2025-07-20
Rick and Morty,8,10,Hot Rick,,0,2025-07-27
Rick and Morty,9,1,Episode #9.1,,0,
Rick and Morty,10,1,Episode #10.1,,0,
Rick and Morty,11,1,Episode #11.1,,0,
Rick and Morty,12,1,Episode #12.1,,0,
Shingeki no Kyojin,1,1,"To You, in 2000 Years: The Fall of Shiganshina, Part 1",9.1,41298,2018-07-21
Shingeki no Kyojin,1,2,"That Day: The Fall of Shiganshina, Part 2",8.5,30600,2013-04-14
Shingeki no Kyojin,1,3,"A Dim Light Amid Despair: Humanity's Comeback, Part 1",8.1,29128,2013-04-21
Shingeki no Kyojin,1,4,"The Night of the Closing Ceremony: Humanity's Comeback, Part 2",8.5,27764,2013-04-28
Shingeki no Kyojin,1,5,"First Battle: The Struggle for Trost, Part 1",9.2,29746,2013-05-05
Shingeki no Kyojin,1,6,"The World the Girl Saw: The Struggle for Trost, Part 2",8.9,27931,2013-05-12
Shingeki no Kyojin,1,7,"Small Blade: The Struggle for Trost, Part 3",8.9,27266,2013-05-19
Shingeki no Kyojin,1,8,"I Can Hear His Heartbeat: The Struggle for Trost, Part 4",9.2,27260,2013-05-26
Shingeki no Kyojin,1,9,"Whereabouts of His Left Arm: The Struggle for Trost, Part 5",8.8,25584,2013-06-02
Shingeki no Kyojin,1,10,"Response: The Struggle for Trost, Part 6",8.3,25028,2013-06-09
Shingeki no Kyojin,1,11,"Idol: The Struggle for Trost, Part 7",8.3,24637,2013-06-16
Shingeki no Kyojin,1,12,"Wound: The Struggle for Trost, Part 8",8.3,24360,2013-06-23
Shingeki no Kyojin,1,13,"Primal Desire: The Struggle for Trost, Part 9",8.9,25537,2013-06-30
Shingeki no Kyojin,1,14,"Can't Look into His Eyes Yet: Eve of the Counterattack, Part 1",8.5,24249,2013-07-14
Shingeki no Kyojin,1,15,"Special Operations Squad: Eve of the Counterattack, Part 2",8.1,24148,2013-07-20
Shingeki no Kyojin,1,16,"What Needs to Be Done Now: Eve of the Counterattack, Part 3",8.2,24020,2013-07-28
Shingeki no Kyojin,1,17,"Female Titan: The 57th Expedition Beyond the Walls, Part 1",9.1,25804,2013-08-04
Shingeki no Kyojin,1,18,"Forest of Giant Trees: The 57th Expedition Beyond the Walls, Part 2",8.8,24260,2013-08-11
Shingeki no Kyojin,1,19,"Bite: The 57th Exterior Scouting Mission, Part 3",8.9,24643,2013-08-18
Shingeki no Kyojin,1,20,"Erwin Smith: The 57th Expedition Beyond the Walls, Part 4",9.1,25120,2013-08-25
Shingeki no Kyojin,1,21,"Crushing Blow: The 57th Exterior Scouting Mission, Part 5",9.6,31559,2013-09-01
Shingeki no Kyojin,1,22,"The Defeated: The 57th Expedition Beyond the Walls, Part 6",9.0,25341,2013-09-08
Shingeki no Kyojin,1,23,"Smile: Raid on Stohess District, Part 1",9.0,24985,2013-09-15
Shingeki no Kyojin,1,24,"Mercy: Raid on Stohess District, Part 2",9.2,25288,2013-09-22
Shingeki no Kyojin,1,25,"Wall: Raid on Stohess District, Part 3",9.4,28963,2013-09-29
Shingeki no Kyojin,2,1,Beast Titan,9.2,26660,2017-04-01
Shingeki no Kyojin,2,2,I'm Home,8.5,23083,2017-04-08
Shingeki no Kyojin,2,3,Southwestward,8.6,22750,2017-04-15
Shingeki no Kyojin,2,4,Soldier,9.1,24399,2017-04-22
Shingeki no Kyojin,2,5,Historia,9.1,24822,2017-04-29
Shingeki no Kyojin,2,6,Warrior,9.8,58813,2017-05-06
Shingeki no Kyojin,2,7,Close Combat,9.6,30445,2017-05-13
Shingeki no Kyojin,2,8,The Hunters,8.4,22654,2017-05-20
Shingeki no Kyojin,2,9,Opening,8.5,22688,2017-05-27
Shingeki no Kyojin,2,10,Children,9.0,23730,2017-06-03
Shingeki no Kyojin,2,11,Charge,9.5,29180,2017-06-10
Shingeki no Kyojin,2,12,Scream,9.7,43425,2017-06-17
Shingeki no Kyojin,3,1,Smoke Signal,8.8,26394,2018-07-23
Shingeki no Kyojin,3,2,Pain,9.2,28288,2018-07-30
Shingeki no Kyojin,3,3,Old Story,8.7,23751,2018-08-06
Shingeki no Kyojin,3,4,Trust,8.5,23798,2018-08-13
Shingeki no Kyojin,3,5,Reply,9.0,24356,2018-08-20
